,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Tweet,cleaned_hashtag
1570,priyankdubey,I want to proud our nation. @priyankdubey (Mtech IT),BHOPAL,553,217,2099,2009-10-05 07:13:28,2020-07-25 18:34:29,0,Today's #lockdown highlights: No light and No water supply in #hoshangabad @CMMadhyaPradesh https://t.co/oan7WJw4LA,"[{'text': 'lockdown', 'indices': [8, 17]}, {'text': 'hoshangabad', 'indices': [62, 74]}]","['today', 'highlight', 'light', 'water', 'supply']","['#lockdown', '#hoshangabad']"
1571,hmhulshof,Enjoyer of Life! | Dad | Gartnerian | Lover of Analogue Cars and Digital Business | Always Uplifting | All tweets and opinions are my own,"ÜT: 51.260784,-0.018365",852,732,6823,2009-02-12 18:51:43,2020-07-25 18:34:21,0,"RT Gartner_inc ""Find out how to use #RealEstate and #workforce planning to gain a competitive post-#pandemic advantage during our free webinar on 7/27. 

Register here: https://t.co/owOtcsysoW #CHRO #CFO https://t.co/laefd8Pvme""","[{'text': 'RealEstate', 'indices': [36, 47]}, {'text': 'workforce', 'indices': [52, 62]}, {'text': 'pandemic', 'indices': [99, 108]}, {'text': 'CHRO', 'indices': [193, 198]}, {'text': 'CFO', 'indices': [199, 203]}]","['gartner', 'inc', 'find', 'use', 'planning', 'gain', 'competitive', 'post', 'pandemic', 'advantage', 'free', 'webinar', 'register', 'here']","['#RealEstate', '#workforce', '#CHRO', '#CFO']"
1572,PaulThomas992,"Ornithological outlier, author of A Tabloid History of Birdwatching,  citizen ringer &  cartoonist. Visit https://t.co/Xl0drrLH4e to buy my book.","London, England",3928,4236,7609,2009-10-07 19:29:56,2020-07-25 18:33:39,12,Can’t believe it’s 3 months since I published my unflinching Vulpa Sutra which shed light upon the vagaries of fox reproduction during #lockdown! Currently working on a new monograph on Beaver Fever which has had its second spike in Devon where I was last week. Watch this space https://t.co/UIGMLDo66J,"[{'text': 'lockdown', 'indices': [135, 144]}]","['can', 'believe', 'month', 'since', 'publish', 'unflinch', 'vulpa', 'sutra', 'shed', 'light', 'upon', 'vagary', 'fox', 'reproduction', 'currently', 'work', 'new', 'monograph', 'beaver', 'fever', 'second', 'spike', 'devon', 'last', 'week', 'watch', 'space']",['#lockdown!']
1573,RosangelPerez,"La Shamanessa🌹😇 Medicine Woman, Social - Political Commentator, Indie Podcaster @cafecitobreak  Follow us on IG: https://t.co/W0blgJlih8",Brooklyn,1349,947,21282,2009-11-01 14:10:33,2020-07-25 18:32:56,0,Espresso So with RA #02  #corona #pandemic #commentary https://t.co/s2Wr2mKjKm via @YouTube,"[{'text': 'corona', 'indices': [25, 32]}, {'text': 'pandemic', 'indices': [33, 42]}, {'text': 'commentary', 'indices': [43, 54]}]","['espresso', 'via']","['#02', '#corona', '#pandemic', '#commentary']"
1574,Roastino,Family food 🇬🇧 British & 🇫🇷 French cuisine Member of @SlowfoodLondon 👨‍🍳,"Hemel Hempstead, East",7,51,52,2012-09-19 15:21:33,2020-07-25 18:32:31,0,At @Roastino we do love the new @GOVUK initiative to beat #obesity. A right &amp; bright move for mobility helping also @NHS as a consequence. However the hospitality sector might struggle during #pandemic crisis to afford #dietician bi££s to fund the #calories menu implementation.,"[{'text': 'obesity', 'indices': [58, 66]}, {'text': 'pandemic', 'indices': [196, 205]}, {'text': 'dietician', 'indices': [223, 233]}, {'text': 'calories', 'indices': [252, 261]}]","['love', 'new', 'initiative', 'beat', 'right', 'amp', 'bright', 'move', 'mobility', 'help', 'also', 'consequence', 'however', 'hospitality', 'sector', 'may', 'struggle', 'crisis', 'afford', 'fund', 'menu', 'implementation']","['#obesity.', '#pandemic', '#dietician', '#calories']"
1575,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",348,62652,129196,2017-02-07 05:41:28,2020-07-25 18:32:13,0,"Punjab Govt Schools Not to Charge Admission, Tuition Fee From Students for 2020–21 Academic Session
https://t.co/ttn4ZL5Aq1
#Punjab #GovernmentSchool #SchoolFee #TuitionFee #Students #AmarinderSingh #School #Coronavirus #COVID19 #pandemic","[{'text': 'Punjab', 'indices': [124, 131]}, {'text': 'GovernmentSchool', 'indices': [132, 149]}, {'text': 'SchoolFee', 'indices': [150, 160]}, {'text': 'TuitionFee', 'indices': [161, 172]}, {'text': 'Students', 'indices': [173, 182]}, {'text': 'AmarinderSingh', 'indices': [183, 198]}, {'text': 'School', 'indices': [199, 206]}, {'text': 'Coronavirus', 'indices': [207, 219]}, {'text': 'COVID19', 'indices': [220, 228]}, {'text': 'pandemic', 'indices': [229, 238]}]","['punjab', 'govt', 'schools', 'charge', 'admission', 'tuition', 'fee', 'students', '2020', 'academic', 'session', 'punjab']","['#GovernmentSchool', '#SchoolFee', '#TuitionFee', '#Students', '#AmarinderSingh', '#School', '#Coronavirus', '#COVID19', '#pandemic']"
1576,willierandle,"Follow Me, I'll Follow You!  Tweet on!","El Paso, TX",45444,40366,25474,2009-07-25 13:46:14,2020-07-25 18:32:10,0,Do you find yourself in over your head during the pandemic? Maybe its time to get organized! #Organization #Pandemic #CareerAdvice #LifeHacks https://t.co/kOIlUbGpvn,"[{'text': 'Organization', 'indices': [93, 106]}, {'text': 'Pandemic', 'indices': [107, 116]}, {'text': 'CareerAdvice', 'indices': [117, 130]}, {'text': 'LifeHacks', 'indices': [131, 141]}]","['find', 'head', 'pandemic', 'maybe', 'time', 'get', 'organize']","['#Organization', '#Pandemic', '#CareerAdvice', '#LifeHacks']"
1577,mygovtripura,Citizen engagement platform of Gov't of Tripura.,"Tripura, India",40,2747,700,2020-02-25 07:38:33,2020-07-25 18:32:00,22,"Taking into consideration of the latest COVID19 situation,Govt of Tripura has announced total #Lockdown for 3️⃣ days from Monday to break the chain of COVID19 transmission.

Lockdown will come into force from 5AM on Monday (July 27) &amp; continue till 5 AM of Thursday (July 30) next. https://t.co/hBeRgj1KP6","[{'text': 'Lockdown', 'indices': [94, 103]}]","['take', 'consideration', 'late', 'covid19', 'situation', 'govt', 'tripura', 'announce', 'total', 'day', 'monday', 'break', 'chain', 'covid19', 'transmission', 'lockdown', 'come', 'force', '5am', 'monday', 'july', 'amp', 'continue', 'till', 'thursday', 'july', 'next']",['#Lockdown']
1578,BikeRunSkiDad,Ski Bike and Running loving Dad who likes beer & wine. Loves sport and the benefits it gives everyone. Head Coach for @HSCHornets Swimming Club,UK,174,93,1165,2012-07-13 17:50:21,2020-07-25 18:31:58,0,Never a good sign when you have to dust your shoes before you go out for a meal #lockdown #mealout,"[{'text': 'lockdown', 'indices': [80, 89]}, {'text': 'mealout', 'indices': [90, 98]}]","['never', 'good', 'sign', 'dust', 'shoe', 'meal']","['#lockdown', '#mealout']"
1579,JacksonNovem,I’ll still eat em,USA,67,6957,1917,2011-08-09 00:03:42,2020-07-25 18:31:53,0,This quarantine been hitting me hard y’all #lockdown #hungrylikethewolf https://t.co/Es1XAQCbTq,"[{'text': 'lockdown', 'indices': [43, 52]}, {'text': 'hungrylikethewolf', 'indices': [53, 71]}]","['quarantine', 'hit', 'hard', 'all']","['#lockdown', '#hungrylikethewolf']"
1580,Andrew_Griffith,"Author, commentator, blogger citizenship, multiculturalism and public policy. Former government exec w domestic & intl experience. CGAI & Environics Inst fellow",Ottawa,1076,1730,36104,2008-09-07 12:00:31,2020-07-25 18:31:36,11,‘Without early warning you can’t have early response’: How Canada’s world-class #pandemic alert system failed /via @globeandmail https://t.co/FcNGMQCfMC Great investigative reporting with disturbing results. Committee time and other reviews warranted.,"[{'text': 'pandemic', 'indices': [80, 89]}]","['without', 'early', 'warning', 'can', 'early', 'response', 'canada', 'world', 'class', 'alert', 'system', 'fail', 'via', 'great', 'investigative', 'reporting', 'disturbing', 'result', 'committee', 'time', 'review', 'warrant']",['#pandemic']
1581,PixelGuff,"Bewildered Dad. Dirty old man. He/Him/They/Them, not fussy. Big, autistic daftie.",Neptune,473,1231,43870,2012-03-05 20:37:50,2020-07-25 18:31:23,2,I think I’ve finally cracked. #lockdown #guffmax3000 https://t.co/sawDyGXX3d,"[{'text': 'lockdown', 'indices': [30, 39]}, {'text': 'guffmax3000', 'indices': [40, 52]}]","['think', 'finally', 'crack']","['#lockdown', '#guffmax3000']"
1582,Princess_Ikeaka,"#Trump supporter. Lifelong conservative..Proud Deplorable..#TAM..most importantly #PROUD_AMERICAN. #MAGA, #Trump2020, Support 2ndAmendment #FreeSpeech",Hawaii,4103,3279,5414,2016-12-23 04:36:57,2020-07-25 18:31:10,0,2/ We def don’t need anything added with #Covid19 #Pandemic  #Lockdown  I think it be to tempting to our Democrat officials who love their lockdown powers. Ironic we r told prepare &amp; stores still (since beginning) don’t have toilet paper. At least there’s bottled water🤦🏼‍♀️🤷🏼‍♀️.,"[{'text': 'Covid19', 'indices': [41, 49]}, {'text': 'Pandemic', 'indices': [50, 59]}, {'text': 'Lockdown', 'indices': [61, 70]}]","['def', 'don', 'need', 'anything', 'add', 'think', 'tempting', 'democrat', 'official', 'love', 'lockdown', 'power', 'ironic', 'tell', 'prepare', 'amp', 'store', 'still', 'since', 'begin', 'don', 'toilet', 'paper', 'least', 'there', 'bottled', 'water']","['#Covid19', '#Pandemic', '#Lockdown']"
1583,Princess_Ikeaka,"#Trump supporter. Lifelong conservative..Proud Deplorable..#TAM..most importantly #PROUD_AMERICAN. #MAGA, #Trump2020, Support 2ndAmendment #FreeSpeech",Hawaii,4103,3279,5414,2016-12-23 04:36:57,2020-07-25 18:31:09,0,#Hurricanes...joys of living in Paradise (Hawaii) even with #Covid19 #Pandemic rules. It’s now #HurricaneDouglas watch. Hopefully it weakens to tropical storm (lord knows we get bunch those). They do say that we are over “due” with getting direct hit but I figure,"[{'text': 'Hurricanes', 'indices': [0, 11]}, {'text': 'Covid19', 'indices': [60, 68]}, {'text': 'Pandemic', 'indices': [69, 78]}, {'text': 'HurricaneDouglas', 'indices': [95, 112]}]","['live', 'paradise', 'hawaii', 'even', 'rule', 'watch', 'hopefully', 'weaken', 'tropical', 'storm', 'lord', 'know', 'get', 'bunch', 'those', 'say', 'due', 'get', 'direct', 'hit', 'figure']","['#Hurricanes...joys', '#Covid19', '#Pandemic', '#HurricaneDouglas']"
1584,ItsRachelJacob,Just a crazy person for 5 days of the week. 😂,"Bandra, Mumbai ",65,20,27,2019-07-10 13:06:07,2020-07-25 18:30:22,0,This #pandemic has changed the meaning of something is better than nothing.,"[{'text': 'pandemic', 'indices': [5, 14]}]","['change', 'mean', 'something', 'good', 'nothing']",['#pandemic']
1585,peterongsh,Think out of the box,Singapore,372,335,3381,2010-07-23 06:37:24,2020-07-25 18:30:14,0,"Ohio Governor Mike DeWine - COVID-19 Update | July 22, 2020 #Pandemic #DORSCON https://t.co/yveeE8vxoA","[{'text': 'Pandemic', 'indices': [60, 69]}, {'text': 'DORSCON', 'indices': [70, 78]}]","['ohio', 'governor', 'mike', 'dewine', 'covid', 'update', 'july', '2020']","['#Pandemic', '#DORSCON']"
1586,sandramedley1,"It's for the best -  is turning out to be my
motto","Dallas, TX",303,206,4536,2011-10-22 06:12:19,2020-07-25 18:30:11,0,Millions of people got laid off. Those people can't pay rent. Now their protections and unemployment insurance benefits have expired. They're being evicted. Not many companies are hiring. No landlord will rent to them w/an eviction on their credit history. Yet another #pandemic. https://t.co/zGTAVobCM2,"[{'text': 'pandemic', 'indices': [269, 278]}]","['million', 'people', 'get', 'lay', 'off', 'people', 'can', 'pay', 'rent', 'protection', 'unemployment', 'insurance', 'benefit', 'expire', '-PRON-', 'evict', 'many', 'company', 'hire', 'landlord', 'rent', 'eviction', 'credit', 'history', 'yet', 'another']",['#pandemic.']
1587,BetterWorldOrg,Dedicated to a strong U.S.-UN relationship. | Take urgent action in support of WHO: https://t.co/bTRPDgpUuP #WeNeedWHO,"Washington, D.C.",3121,16609,17510,2009-07-22 16:59:31,2020-07-25 18:30:09,2,"#COVID19 has posed unprecedented challenges on the world, including completing the #GlobalGoals by 2030. 

See the 5 biggest consequences of the #pandemic as it relates to the SDGs.  https://t.co/TlkWoz5Ffl","[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'GlobalGoals', 'indices': [83, 95]}, {'text': 'pandemic', 'indices': [145, 154]}]","['pose', 'unprecedented', 'challenge', 'world', 'include', 'complete', '2030', 'see', 'big', 'consequence', 'relate', 'sdg']","['#COVID19', '#GlobalGoals', '#pandemic']"
1588,Gartner_inc,"We’re here to help: View our insights, advice and tools to achieve your mission-critical priorities below.","Stamford, CT",50568,403958,26757,2008-06-25 14:03:20,2020-07-25 18:30:05,1,"Find out how to use #RealEstate and #workforce planning to gain a competitive post-#pandemic advantage during our free webinar on 7/27. 

Register here: https://t.co/kEQdSVEg4c #CHRO #CFO https://t.co/8yasJFEiMD","[{'text': 'RealEstate', 'indices': [20, 31]}, {'text': 'workforce', 'indices': [36, 46]}, {'text': 'pandemic', 'indices': [83, 92]}, {'text': 'CHRO', 'indices': [177, 182]}, {'text': 'CFO', 'indices': [183, 187]}]","['find', 'use', 'planning', 'gain', 'competitive', 'post', 'pandemic', 'advantage', 'free', 'webinar', 'register', 'here']","['#RealEstate', '#workforce', '#CHRO', '#CFO']"
1589,Gartner_HR,Gartner for HR serves #HR professionals at the world's largest corporations: https://t.co/P1fTpiqqXw | #GartnerHR @Gartner_inc,Global,1099,6372,6507,2009-02-20 22:15:47,2020-07-25 18:30:05,0,"Find out how to use #RealEstate and #workforce planning to gain a competitive post-#pandemic advantage during our free webinar on 7/27. 

Register here: https://t.co/YndUG5jEMq #CHRO #HR #Leadership https://t.co/mKItTjPqsn","[{'text': 'RealEstate', 'indices': [20, 31]}, {'text': 'workforce', 'indices': [36, 46]}, {'text': 'pandemic', 'indices': [83, 92]}, {'text': 'CHRO', 'indices': [177, 182]}, {'text': 'HR', 'indices': [183, 186]}, {'text': 'Leadership', 'indices': [187, 198]}]","['find', 'use', 'planning', 'gain', 'competitive', 'post', 'pandemic', 'advantage', 'free', 'webinar', 'register', 'here']","['#RealEstate', '#workforce', '#CHRO', '#HR', '#Leadership']"
1590,ConservationOrg,"Conservation International works to protect the nature that people rely on. By protecting nature, we protect our future.","HQ - Arlington, VA",12935,163940,30747,2009-02-02 23:17:09,2020-07-25 18:30:03,5,These 3 conservationists have dedicated their lives to protecting biodiversity in their home countries — even in the middle of a #pandemic. https://t.co/gWWKUxgarv,"[{'text': 'pandemic', 'indices': [129, 138]}]","['conservationist', 'dedicated', 'life', 'protect', 'biodiversity', 'home', 'country', 'even', 'middle']",['#pandemic.']
1591,InfosecurityMag,"The only magazine dedicated to the strategy and technology of information security, delivering critical business and technical information for IT professionals.",London and New York,916,189915,42013,2009-04-07 09:22:35,2020-07-25 18:30:01,2,"Gain insight into the issues that organisations have dealt with during this #Pandemic &amp; how your business can adapt in our latest #InfosecWhitepaper from @neustar. The paper assess this year’s #CyberAttacks &amp; #Traffic in comparison to previous years 
https://t.co/hgq4wiGuVb","[{'text': 'Pandemic', 'indices': [76, 85]}, {'text': 'InfosecWhitepaper', 'indices': [134, 152]}, {'text': 'CyberAttacks', 'indices': [197, 210]}, {'text': 'Traffic', 'indices': [217, 225]}]","['gain', 'insight', 'issue', 'organisation', 'deal', 'amp', 'business', 'adapt', 'late', 'paper', 'assess', 'year', 'amp', 'comparison', 'previous', 'year']","['#Pandemic', '#InfosecWhitepaper', '#CyberAttacks', '#Traffic']"
1592,vision33_SAP,Vision33 Inc. is a global IT professional services consultancy that solves customer challenges through the promise of technology and the value it delivers.,"Irvine, CA",803,1739,6422,2009-03-02 13:51:47,2020-07-25 18:29:59,0,What can businesses do to ensure they survive – or even thrive – during unexpected issues like the #COVID19 #pandemic? https://t.co/Podj98UxhY,"[{'text': 'COVID19', 'indices': [99, 107]}, {'text': 'pandemic', 'indices': [108, 117]}]","['business', 'ensure', 'survive', 'even', 'thrive', 'unexpected', 'issue', 'like']","['#COVID19', '#pandemic?']"
1593,liverpoolcycle,Award winning guided bicycle tours of Liverpool from only £17 per person! The ECO way to see Liverpool! Visit England Quality Assured Tour! Good 2 go for 2020!,LIVERPOOL!,847,930,4074,2010-05-29 20:24:18,2020-07-25 18:29:39,0,Thibaud from #France &amp; his friend Dan both living in #London are on a massive post #lockdown road trip of the #UK! Booked for yesterday but then got stuck in huge traffic jams on the M6 car park trying to get… https://t.co/vz6wM0sUPm,"[{'text': 'France', 'indices': [13, 20]}, {'text': 'London', 'indices': [57, 64]}, {'text': 'lockdown', 'indices': [87, 96]}, {'text': 'UK', 'indices': [114, 117]}]","['thibaud', 'amp', 'friend', 'dan', 'live', 'massive', 'post', 'road', 'trip', 'booked', 'yesterday', 'get', 'stick', 'huge', 'traffic', 'jam', 'car', 'park', 'try', 'get']","['#France', '#London', '#lockdown', '#UK!']"
